VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee
2,2025-11-01 01:50:45,2025-11-01 02:00:14,1,1.32,1,N,137,114,1,10.7,1.0,0.5,3.29,0.0,1.0,19.74,2.5,0.0,0.75
2,2025-11-01 01:08:46,2025-11-01 01:15:42,1,1.46,1,N,263,237,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0,0.0
2,2025-11-01 01:01:47,2025-11-01 01:11:38,1,0.89,1,N,170,230,1,10.0,1.0,0.5,3.15,0.0,1.0,18.9,2.5,0.0,0.75
2,2025-11-01 01:06:34,2025-11-01 01:40:14,1,17.36,4,N,132,265,1,110.8,1.0,0.5,0.0,0.0,1.0,115.05,0.0,1.75,0.0
2,2025-11-01 01:51:03,2025-11-01 02:03:59,1,2.04,1,N,68,170,1,14.2,1.0,0.5,3.99,0.0,1.0,23.94,2.5,0.0,0.75
2,2025-11-01 01:21:25,2025-11-01 01:29:16,1,3.2,1,N,138,260,2,15.6,6.0,0.5,0.0,0.0,1.0,24.85,0.0,1.75,0.0
2,2025-11-01 01:39:37,2025-11-01 02:08:44,1,9.88,1,N,138,230,1,45.0,6.0,0.5,12.54,6.94,1.0,76.98,2.5,1.75,0.75
2,2025-11-01 01:04:23,2025-11-01 01:12:25,1,1.66,1,N,236,151,1,10.7,1.0,0.5,3.14,0.0,1.0,18.84,2.5,0.0,0.0
2,2025-11-01 01:45:24,2025-11-01 02:06:18,1,1.72,1,N,90,114,1,17.7,1.0,0.5,2.0,0.0,1.0,25.45,2.5,0.0,0.75
2,2025-11-01 01:21:33,2025-11-01 02:01:44,3,19.59,2,N,132,148,1,70.0,0.0,0.5,14.95,0.0,1.0,91.45,2.5,1.75,0.75
1,2025-11-01 01:42:40,2025-11-01 01:57:39,1,3.0,1,N,236,168,4,16.3,1.0,0.5,0.0,0.0,1.0,18.8,0.0,0.0,0.0
2,2025-11-01 01:58:39,2025-11-01 02:01:40,1,0.66,1,N,239,142,1,5.8,1.0,0.5,10.0,0.0,1.0,20.8,2.5,0.0,0.0
2,2025-11-01 01:03:07,2025-11-01 01:12:07,1,1.94,1,N,229,263,1,10.7,1.0,0.5,3.29,0.0,1.0,19.74,2.5,0.0,0.75
1,2025-11-01 01:01:04,2025-11-01 01:04:03,1,0.6,1,N,263,141,1,5.1,3.5,0.5,2.0,0.0,1.0,12.1,2.5,0.0,0.0
1,2025-11-01 01:26:35,2025-11-01 01:35:45,1,1.0,1,N,186,48,1,9.3,4.25,0.5,3.0,0.0,1.0,18.05,2.5,0.0,0.75
2,2025-11-01 01:00:24,2025-11-01 01:00:28,1,0.0,5,N,140,140,1,65.0,0.0,0.0,5.0,0.0,1.0,73.5,2.5,0.0,0.0
2,2025-11-01 01:43:02,2025-11-01 01:43:07,1,0.0,5,N,217,217,1,65.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0
2,2025-11-01 01:52:28,2025-11-01 02:03:46,1,4.7,5,N,34,226,1,45.0,0.0,0.0,9.2,0.0,1.0,55.2,0.0,0.0,0.0
2,2025-11-01 01:41:57,2025-11-01 01:55:50,4,1.49,1,N,4,107,1,13.5,1.0,0.5,3.85,0.0,1.0,23.1,2.5,0.0,0.75
2,2025-11-01 01:20:39,2025-11-01 01:26:47,1,0.7,1,N,164,186,1,7.2,1.0,0.5,2.59,0.0,1.0,15.54,2.5,0.0,0.75
2,2025-11-01 01:29:15,2025-11-01 02:03:49,1,10.74,1,N,186,243,1,48.5,1.0,0.5,13.56,0.0,1.0,67.81,2.5,0.0,0.75
2,2025-11-01 01:10:03,2025-11-01 01:33:54,1,3.15,1,N,237,114,1,22.6,1.0,0.5,5.67,0.0,1.0,34.02,2.5,0.0,0.75
2,2025-11-01 01:34:52,2025-11-01 01:44:31,1,1.07,1,N,114,107,1,10.7,1.0,0.5,2.0,0.0,1.0,18.45,2.5,0.0,0.75
2,2025-11-01 01:23:54,2025-11-01 01:41:33,1,4.84,1,N,142,42,1,23.3,1.0,0.5,5.81,0.0,1.0,34.86,2.5,0.0,0.75
2,2025-11-01 01:46:01,2025-11-01 01:50:21,2,0.61,1,N,41,74,2,-6.5,-1.0,-0.5,0.0,0.0,-1.0,-9.75,0.0,0.0,-0.75
2,2025-11-01 01:46:01,2025-11-01 01:50:21,2,0.61,1,N,41,74,2,6.5,1.0,0.5,0.0,0.0,1.0,9.75,0.0,0.0,0.75
2,2025-11-01 01:01:49,2025-11-01 01:24:33,1,2.8,1,N,79,48,1,21.2,1.0,0.5,0.0,0.0,1.0,26.95,2.5,0.0,0.75
2,2025-11-01 01:25:07,2025-11-01 01:34:47,2,2.81,1,N,48,24,1,14.2,1.0,0.5,3.99,0.0,1.0,23.94,2.5,0.0,0.75
2,2025-11-01 01:48:58,2025-11-01 01:55:06,2,1.01,1,N,43,162,1,7.9,1.0,0.5,2.0,0.0,1.0,15.65,2.5,0.0,0.75
2,2025-11-01 01:01:08,2025-11-01 01:07:43,2,1.46,1,N,162,263,1,8.6,1.0,0.5,2.0,0.0,1.0,16.35,2.5,0.0,0.75
1,2025-11-01 01:03:44,2025-11-01 01:09:01,1,1.1,1,N,141,170,1,7.2,4.25,0.5,1.94,0.0,1.0,14.89,2.5,0.0,0.75
1,2025-11-01 01:10:26,2025-11-01 01:16:06,1,1.2,1,N,170,163,1,7.9,4.25,0.5,3.0,0.0,1.0,16.65,2.5,0.0,0.75
2,2025-11-01 01:03:47,2025-11-01 01:09:33,2,0.92,1,N,237,161,1,7.2,1.0,0.5,0.0,0.0,1.0,12.95,2.5,0.0,0.75
2,2025-11-01 01:29:42,2025-11-01 02:05:10,1,5.89,1,N,229,80,1,37.3,1.0,0.5,10.0,6.94,1.0,59.99,2.5,0.0,0.75
2,2025-11-01 01:33:33,2025-11-01 01:39:27,4,0.75,1,N,238,166,1,7.9,1.0,0.5,5.0,0.0,1.0,15.4,0.0,0.0,0.0
1,2025-11-01 01:19:31,2025-11-01 01:35:50,1,1.8,1,N,263,162,1,14.2,4.25,0.5,4.0,0.0,1.0,23.95,2.5,0.0,0.75
2,2025-11-01 01:38:22,2025-11-01 01:44:16,1,1.36,1,N,48,239,1,8.6,1.0,0.5,1.72,0.0,1.0,16.07,2.5,0.0,0.75
2,2025-11-01 01:56:17,2025-11-01 02:10:05,1,2.94,1,N,48,237,2,16.3,1.0,0.5,0.0,0.0,1.0,22.05,2.5,0.0,0.75
2,2025-11-01 01:18:15,2025-11-01 01:43:17,2,2.21,1,N,90,148,1,21.9,1.0,0.5,5.53,0.0,1.0,33.18,2.5,0.0,0.75
2,2025-11-01 01:45:39,2025-11-01 02:04:17,2,1.58,1,N,148,231,1,17.0,1.0,0.5,1.5,0.0,1.0,24.25,2.5,0.0,0.75
2,2025-11-01 01:52:32,2025-11-01 01:56:52,1,0.96,1,N,263,141,1,6.5,1.0,0.5,3.45,0.0,1.0,14.95,2.5,0.0,0.0
2,2025-11-01 01:07:52,2025-11-01 01:07:57,1,0.0,5,N,164,161,1,40.0,0.0,0.0,8.2,0.0,1.0,49.2,0.0,0.0,0.0
2,2025-11-01 01:16:26,2025-11-01 01:28:39,1,1.03,1,N,100,264,1,11.4,1.0,0.5,3.43,0.0,1.0,20.58,2.5,0.0,0.75
2,2025-11-01 01:59:14,2025-11-01 02:01:47,1,0.34,1,N,164,170,4,-4.4,-1.0,-0.5,0.0,0.0,-1.0,-10.15,-2.5,0.0,-0.75
2,2025-11-01 01:59:14,2025-11-01 02:01:47,1,0.34,1,N,164,161,4,4.4,1.0,0.5,0.0,0.0,1.0,10.15,2.5,0.0,0.75
2,2025-11-01 01:12:29,2025-11-01 01:40:43,1,3.01,1,N,170,148,1,25.4,1.0,0.5,6.23,0.0,1.0,37.38,2.5,0.0,0.75
1,2025-11-01 01:47:56,2025-11-01 02:00:01,1,1.1,1,N,249,231,1,11.4,4.25,0.5,2.5,0.0,1.0,19.65,2.5,0.0,0.75
2,2025-11-01 01:17:32,2025-11-01 01:23:12,1,1.36,1,N,50,143,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75
2,2025-11-01 01:25:22,2025-11-01 01:31:14,3,0.87,1,N,239,142,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0,0.0
2,2025-11-01 01:28:24,2025-11-01 02:02:45,1,11.98,1,N,132,49,1,50.6,1.0,0.5,10.0,0.0,1.0,64.85,0.0,1.75,0.0
2,2025-11-01 01:03:43,2025-11-01 01:26:40,2,2.14,1,N,114,100,1,20.5,1.0,0.5,5.25,0.0,1.0,31.5,2.5,0.0,0.75
2,2025-11-01 01:59:17,2025-11-01 02:11:33,3,1.48,1,N,87,148,1,12.8,1.0,0.5,3.71,0.0,1.0,22.26,2.5,0.0,0.75
2,2025-11-01 01:02:50,2025-11-01 01:33:13,1,13.75,5,N,132,162,1,85.0,0.0,0.0,19.24,6.94,1.0,115.43,2.5,0.0,0.75
2,2025-11-01 01:28:00,2025-11-01 01:35:29,1,0.53,1,N,170,233,1,7.9,1.0,0.5,2.0,0.0,1.0,15.65,2.5,0.0,0.75
2,2025-11-01 01:13:45,2025-11-01 01:32:31,1,16.04,1,N,132,9,2,59.0,1.0,0.5,0.0,0.0,1.0,63.25,0.0,1.75,0.0
2,2025-11-01 01:03:40,2025-11-01 01:26:32,1,1.39,1,N,68,233,1,19.1,1.0,0.5,4.97,0.0,1.0,29.82,2.5,0.0,0.75
2,2025-11-01 01:42:45,2025-11-01 01:45:47,1,0.74,1,N,75,74,1,5.8,1.0,0.5,1.66,0.0,1.0,9.96,0.0,0.0,0.0
2,2025-11-01 01:54:52,2025-11-01 01:59:23,1,0.62,1,N,263,262,1,6.5,1.0,0.5,2.3,0.0,1.0,13.8,2.5,0.0,0.0
2,2025-11-01 01:54:15,2025-11-01 01:54:20,1,0.05,5,N,51,184,1,120.0,0.0,0.0,20.0,0.0,1.0,141.0,0.0,0.0,0.0
2,2025-11-01 01:21:56,2025-11-01 01:21:59,2,0.0,1,N,132,132,2,3.0,1.0,0.5,0.0,0.0,1.0,7.25,0.0,1.75,0.0
2,2025-11-01 01:22:20,2025-11-01 02:11:30,2,17.84,2,N,132,68,1,70.0,0.0,0.5,16.34,6.94,1.0,99.78,2.5,1.75,0.75
2,2025-11-01 01:48:58,2025-11-01 01:57:44,1,0.34,1,N,145,145,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2025-11-01 01:12:20,2025-11-01 01:33:40,1,10.64,1,N,138,233,1,42.2,6.0,0.5,12.0,6.94,1.0,73.64,2.5,1.75,0.75
2,2025-11-01 01:53:20,2025-11-01 02:11:42,1,9.66,1,N,138,237,1,38.7,6.0,0.5,11.13,6.94,1.0,68.52,2.5,1.75,0.0
2,2025-11-01 01:50:57,2025-11-01 01:51:04,1,0.0,1,N,87,87,2,3.0,1.0,0.5,0.0,0.0,1.0,8.75,2.5,0.0,0.75
2,2025-11-01 01:52:46,2025-11-01 01:56:31,1,0.87,5,N,87,231,1,40.0,0.0,0.0,0.0,0.0,1.0,44.25,2.5,0.0,0.75
2,2025-11-01 01:32:39,2025-11-01 01:52:47,1,2.64,1,N,263,137,1,19.1,1.0,0.5,4.97,0.0,1.0,29.82,2.5,0.0,0.75
2,2025-11-01 01:16:01,2025-11-01 01:36:34,4,1.05,1,N,79,144,1,17.7,1.0,0.5,5.86,0.0,1.0,29.31,2.5,0.0,0.75
2,2025-11-01 01:38:10,2025-11-01 01:46:00,1,1.4,1,N,144,261,1,9.3,1.0,0.5,3.01,0.0,1.0,18.06,2.5,0.0,0.75
2,2025-11-01 01:22:05,2025-11-01 01:32:46,3,0.82,1,N,68,90,1,10.7,1.0,0.5,0.0,0.0,1.0,16.45,2.5,0.0,0.75
2,2025-11-01 01:37:10,2025-11-01 01:46:46,1,1.14,1,N,234,137,1,10.0,1.0,0.5,0.0,0.0,1.0,15.75,2.5,0.0,0.75
2,2025-11-01 01:51:23,2025-11-01 02:04:21,1,2.75,1,N,137,262,1,14.9,1.0,0.5,3.0,0.0,1.0,23.65,2.5,0.0,0.75
2,2025-11-01 01:55:14,2025-11-01 02:12:57,2,1.5,1,N,107,158,1,15.6,1.0,0.5,4.27,0.0,1.0,25.62,2.5,0.0,0.75
1,2025-11-01 01:24:58,2025-11-01 01:49:34,1,5.9,1,N,186,41,1,26.8,4.25,0.5,6.5,0.0,1.0,39.05,2.5,0.0,0.75
2,2025-11-01 01:07:25,2025-11-01 01:47:37,1,15.44,1,N,132,145,1,66.0,1.0,0.5,13.7,0.0,1.0,83.95,0.0,1.75,0.0
2,2025-11-01 01:43:48,2025-11-01 01:55:54,1,1.1,1,N,137,79,2,11.4,1.0,0.5,0.0,0.0,1.0,17.15,2.5,0.0,0.75
2,2025-11-01 01:28:49,2025-11-01 01:43:12,1,7.49,1,N,138,145,1,30.3,6.0,0.5,7.56,0.0,1.0,47.11,0.0,1.75,0.0
2,2025-11-01 01:56:44,2025-11-01 02:14:35,2,7.29,1,N,138,166,1,32.4,6.0,0.5,11.71,6.94,1.0,60.3,0.0,1.75,0.0
2,2025-11-01 01:30:12,2025-11-01 01:46:34,1,2.37,1,N,74,116,1,16.3,1.0,0.5,0.0,0.0,1.0,18.8,0.0,0.0,0.0
2,2025-11-01 01:52:05,2025-11-01 02:05:01,1,2.15,1,N,116,151,2,14.2,1.0,0.5,0.0,0.0,1.0,16.7,0.0,0.0,0.0
2,2025-11-01 01:34:24,2025-11-01 02:01:34,1,9.5,1,N,132,225,1,41.5,1.0,0.5,8.8,0.0,1.0,54.55,0.0,1.75,0.0
2,2025-11-01 01:21:30,2025-11-01 01:29:12,1,2.04,1,N,166,116,1,11.4,1.0,0.5,2.5,0.0,1.0,16.4,0.0,0.0,0.0
2,2025-11-01 01:47:55,2025-11-01 01:48:06,1,0.0,5,N,265,265,1,130.0,0.0,0.0,26.2,0.0,1.0,157.2,0.0,0.0,0.0
1,2025-11-01 01:58:10,2025-11-01 02:08:25,1,0.6,1,N,113,79,1,10.0,4.25,0.5,3.15,0.0,1.0,18.9,2.5,0.0,0.75
2,2025-11-01 01:00:56,2025-11-01 01:09:46,1,0.48,1,N,48,48,1,8.6,1.0,0.5,0.0,0.0,1.0,14.35,2.5,0.0,0.75
2,2025-11-01 01:01:44,2025-11-01 01:06:45,1,0.74,1,N,4,232,4,-6.5,-1.0,-0.5,0.0,0.0,-1.0,-12.25,-2.5,0.0,-0.75
2,2025-11-01 01:01:44,2025-11-01 01:06:45,1,0.74,1,N,4,232,4,6.5,1.0,0.5,0.0,0.0,1.0,12.25,2.5,0.0,0.75
2,2025-11-01 01:08:27,2025-11-01 01:19:38,1,1.32,1,N,232,231,1,11.4,1.0,0.5,3.43,0.0,1.0,20.58,2.5,0.0,0.75
2,2025-11-01 01:47:15,2025-11-01 01:52:06,2,0.73,1,N,48,48,1,6.5,1.0,0.5,2.45,0.0,1.0,14.7,2.5,0.0,0.75
2,2025-11-01 01:55:09,2025-11-01 01:55:55,3,0.15,1,N,230,163,1,3.0,1.0,0.5,0.0,0.0,1.0,8.75,2.5,0.0,0.75
2,2025-11-01 01:10:16,2025-11-01 01:22:35,1,1.47,1,N,170,68,1,12.8,1.0,0.5,0.0,0.0,1.0,18.55,2.5,0.0,0.75
2,2025-11-01 01:27:57,2025-11-01 01:36:59,4,0.76,1,N,186,170,1,9.3,1.0,0.5,0.0,0.0,1.0,15.05,2.5,0.0,0.75
2,2025-11-01 01:44:28,2025-11-01 02:00:30,1,1.5,1,N,234,211,1,14.2,1.0,0.5,3.99,0.0,1.0,23.94,2.5,0.0,0.75
2,2025-11-01 01:53:59,2025-11-01 01:54:18,1,0.04,5,N,256,256,1,69.5,0.0,0.0,0.0,0.0,1.0,70.5,0.0,0.0,0.0
2,2025-11-01 01:49:10,2025-11-01 02:03:47,1,2.02,1,N,237,146,2,14.9,1.0,0.5,0.0,0.0,1.0,20.65,2.5,0.0,0.75
2,2025-11-01 01:34:47,2025-11-01 01:41:22,1,1.04,1,N,166,152,4,-8.6,-1.0,-0.5,0.0,0.0,-1.0,-11.1,0.0,0.0,0.0
2,2025-11-01 01:34:47,2025-11-01 01:41:22,1,1.04,1,N,166,152,4,8.6,1.0,0.5,0.0,0.0,1.0,11.1,0.0,0.0,0.0
2,2025-11-01 01:20:49,2025-11-01 01:24:13,1,2.11,1,N,132,219,4,-10.0,-1.0,-0.5,0.0,0.0,-1.0,-14.25,0.0,-1.75,0.0
2,2025-11-01 01:20:49,2025-11-01 01:24:13,1,2.11,1,N,132,219,4,10.0,1.0,0.5,0.0,0.0,1.0,14.25,0.0,1.75,0.0
2,2025-11-01 01:30:04,2025-11-01 01:44:03,2,1.5,1,N,246,170,1,13.5,1.0,0.5,0.0,0.0,1.0,19.25,2.5,0.0,0.75
2,2025-11-01 01:20:29,2025-11-01 01:45:04,4,3.93,5,N,100,157,1,48.0,0.0,0.0,0.0,6.94,1.0,59.19,2.5,0.0,0.75
2,2025-11-01 01:33:23,2025-11-01 01:41:46,4,0.97,1,N,230,164,1,9.3,1.0,0.5,2.26,0.0,1.0,17.31,2.5,0.0,0.75
2,2025-11-01 01:48:31,2025-11-01 02:19:29,1,4.57,1,N,65,68,1,31.0,1.0,0.5,9.19,0.0,1.0,45.94,2.5,0.0,0.75
2,2025-11-01 01:23:50,2025-11-01 01:40:23,1,4.78,1,N,170,42,1,21.2,1.0,0.5,5.0,0.0,1.0,31.95,2.5,0.0,0.75
2,2025-11-01 01:55:42,2025-11-01 02:00:24,1,1.05,1,N,229,141,1,7.2,1.0,0.5,1.5,0.0,1.0,14.45,2.5,0.0,0.75
2,2025-11-01 01:11:32,2025-11-01 01:28:57,1,1.75,1,N,148,164,1,16.3,1.0,0.5,4.41,0.0,1.0,26.46,2.5,0.0,0.75
2,2025-11-01 01:27:57,2025-11-01 01:40:31,2,1.32,1,N,249,211,1,12.8,1.0,0.5,2.0,0.0,1.0,20.55,2.5,0.0,0.75
2,2025-11-01 01:42:19,2025-11-01 02:11:43,2,6.21,1,N,211,140,1,33.1,1.0,0.5,1.0,0.0,1.0,39.85,2.5,0.0,0.75
2,2025-11-01 01:02:50,2025-11-01 01:07:44,1,0.46,1,N,170,161,2,5.1,1.0,0.5,0.0,0.0,1.0,10.85,2.5,0.0,0.75
2,2025-11-01 01:21:05,2025-11-01 01:44:30,2,3.72,1,N,48,263,1,24.0,1.0,0.5,5.95,0.0,1.0,35.7,2.5,0.0,0.75
2,2025-11-01 01:08:53,2025-11-01 01:18:34,2,1.91,1,N,229,262,1,11.4,1.0,0.5,1.72,0.0,1.0,18.87,2.5,0.0,0.75
2,2025-11-01 01:26:52,2025-11-01 01:30:08,3,0.78,1,N,263,140,1,5.8,1.0,0.5,3.24,0.0,1.0,14.04,2.5,0.0,0.0
2,2025-11-01 01:53:52,2025-11-01 02:06:23,1,1.67,1,N,107,114,1,12.8,1.0,0.5,2.78,0.0,1.0,21.33,2.5,0.0,0.75
2,2025-11-01 01:11:51,2025-11-01 01:21:06,1,2.12,1,N,161,239,1,12.1,1.0,0.5,2.68,0.0,1.0,20.53,2.5,0.0,0.75
2,2025-11-01 01:28:21,2025-11-01 01:41:04,1,2.82,1,N,163,263,1,14.2,1.0,0.5,0.0,0.0,1.0,19.95,2.5,0.0,0.75
2,2025-11-01 01:45:52,2025-11-01 01:47:36,2,0.51,1,N,263,141,1,4.4,1.0,0.5,1.41,0.0,1.0,10.81,2.5,0.0,0.0
2,2025-11-01 01:00:58,2025-11-01 01:10:54,1,1.36,1,N,79,137,1,10.7,1.0,0.5,3.29,0.0,1.0,19.74,2.5,0.0,0.75
2,2025-11-01 01:57:03,2025-11-01 02:27:24,1,4.42,1,N,142,79,1,28.9,1.0,0.5,10.39,0.0,1.0,45.04,2.5,0.0,0.75
2,2025-11-01 01:04:31,2025-11-01 01:09:26,1,0.97,1,N,43,161,1,7.2,1.0,0.5,2.33,0.0,1.0,15.28,2.5,0.0,0.75
2,2025-11-01 01:10:24,2025-11-01 01:46:13,2,5.34,1,N,161,231,1,33.8,1.0,0.5,7.91,0.0,1.0,47.46,2.5,0.0,0.75
2,2025-11-01 01:06:37,2025-11-01 01:33:58,1,4.16,1,N,141,249,1,26.1,1.0,0.5,3.0,0.0,1.0,34.85,2.5,0.0,0.75
2,2025-11-01 01:33:31,2025-11-01 01:57:46,0,3.21,1,N,211,230,1,22.6,1.0,0.5,0.0,0.0,1.0,28.35,2.5,0.0,0.75
2,2025-11-01 01:11:45,2025-11-01 01:49:50,1,11.61,1,N,138,211,1,52.7,6.0,0.5,3.0,0.0,1.0,68.2,2.5,1.75,0.75
2,2025-11-01 01:51:26,2025-11-01 02:09:41,1,1.79,1,N,211,100,1,17.0,1.0,0.5,5.69,0.0,1.0,28.44,2.5,0.0,0.75
2,2025-11-01 01:44:06,2025-11-01 01:52:31,1,1.61,1,N,50,186,1,10.7,1.0,0.5,0.0,0.0,1.0,16.45,2.5,0.0,0.75
2,2025-11-01 01:49:36,2025-11-01 02:11:59,1,2.93,1,N,170,261,1,20.5,1.0,0.5,0.0,0.0,1.0,26.25,2.5,0.0,0.75
2,2025-11-01 01:23:21,2025-11-01 01:34:08,1,1.36,1,N,144,107,1,11.4,1.0,0.5,3.43,0.0,1.0,20.58,2.5,0.0,0.75
2,2025-11-01 01:36:09,2025-11-01 01:39:35,1,0.47,1,N,107,170,1,5.1,1.0,0.5,2.17,0.0,1.0,13.02,2.5,0.0,0.75
2,2025-11-01 01:34:19,2025-11-01 01:43:57,2,1.59,1,N,100,249,1,10.7,1.0,0.5,5.0,0.0,1.0,21.45,2.5,0.0,0.75
2,2025-11-01 01:44:45,2025-11-01 01:58:16,1,2.22,1,N,249,13,1,14.9,1.0,0.5,4.13,0.0,1.0,24.78,2.5,0.0,0.75
2,2025-11-01 01:19:53,2025-11-01 01:27:43,1,0.66,1,N,125,211,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75
2,2025-11-01 01:29:58,2025-11-01 01:48:05,1,2.1,1,N,211,170,1,17.7,1.0,0.5,4.69,0.0,1.0,28.14,2.5,0.0,0.75
2,2025-11-01 01:51:50,2025-11-01 01:55:09,2,0.33,1,N,170,137,1,5.1,1.0,0.5,2.17,0.0,1.0,13.02,2.5,0.0,0.75
2,2025-11-01 01:57:31,2025-11-01 02:13:04,1,1.37,1,N,137,68,1,14.9,1.0,0.5,4.13,0.0,1.0,24.78,2.5,0.0,0.75
2,2025-11-01 01:11:23,2025-11-01 01:44:21,3,4.01,1,N,158,237,1,28.9,1.0,0.5,6.93,0.0,1.0,41.58,2.5,0.0,0.75
7,2025-11-01 01:28:26,2025-11-01 01:28:26,2,2.24,1,N,142,151,1,12.1,0.0,0.5,2.0,0.0,1.0,19.85,2.5,0.0,0.75
7,2025-11-01 01:35:35,2025-11-01 01:35:35,1,1.23,1,N,151,75,1,6.5,0.0,0.5,165.0,0.0,1.0,174.0,0.0,0.0,0.0
2,2025-11-01 01:05:46,2025-11-01 01:24:03,1,8.48,1,N,137,7,1,34.5,1.0,0.5,14.16,6.94,1.0,61.35,2.5,0.0,0.75
2,2025-11-01 00:55:58,2025-11-01 01:09:05,1,1.44,1,N,186,158,2,12.8,1.0,0.5,0.0,0.0,1.0,18.55,2.5,0.0,0.75
2,2025-11-01 01:13:45,2025-11-01 01:20:27,1,0.71,1,N,158,90,1,7.2,1.0,0.5,1.3,0.0,1.0,14.25,2.5,0.0,0.75
2,2025-11-01 01:28:25,2025-11-01 02:15:29,1,16.89,1,N,90,21,2,71.6,1.0,0.5,0.0,0.0,1.0,77.35,2.5,0.0,0.75
2,2025-11-01 01:03:23,2025-11-01 01:16:52,1,1.13,1,N,48,164,1,12.8,1.0,0.5,3.71,0.0,1.0,22.26,2.5,0.0,0.75
2,2025-11-01 01:09:34,2025-11-01 01:33:39,4,2.4,1,N,79,68,1,21.9,1.0,0.5,2.0,0.0,1.0,29.65,2.5,0.0,0.75
2,2025-11-01 01:41:22,2025-11-01 01:52:44,3,1.15,1,N,186,137,1,11.4,1.0,0.5,3.43,0.0,1.0,20.58,2.5,0.0,0.75
2,2025-11-01 01:55:48,2025-11-01 02:16:06,3,5.03,1,N,137,24,1,24.7,1.0,0.5,10.0,0.0,1.0,40.45,2.5,0.0,0.75
7,2025-11-01 01:48:24,2025-11-01 01:48:24,1,17.36,2,N,132,148,1,70.0,0.0,0.5,15.3,0.0,1.0,91.8,2.5,1.75,0.75
2,2025-11-01 01:17:14,2025-11-01 01:24:20,1,0.92,1,N,233,137,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75
2,2025-11-01 01:07:18,2025-11-01 01:17:51,2,0.57,1,N,158,249,1,10.0,1.0,0.5,0.0,0.0,1.0,15.75,2.5,0.0,0.75
2,2025-11-01 01:04:43,2025-11-01 01:44:41,1,6.74,1,N,211,74,1,38.0,1.0,0.5,10.94,0.0,1.0,54.69,2.5,0.0,0.75
2,2025-11-01 01:46:17,2025-11-01 02:19:28,2,4.52,1,N,87,234,1,31.0,1.0,0.5,7.35,0.0,1.0,44.1,2.5,0.0,0.75
2,2025-11-01 01:42:39,2025-11-01 02:27:12,1,17.66,1,N,132,65,1,75.1,1.0,0.5,15.52,0.0,1.0,94.87,0.0,1.75,0.0
2,2025-11-01 01:24:10,2025-11-01 01:33:11,2,1.41,1,Y,249,246,1,10.7,1.0,0.5,4.93,0.0,1.0,21.38,2.5,0.0,0.75
2,2025-11-01 01:36:12,2025-11-01 01:56:52,1,3.39,1,N,246,239,1,22.6,1.0,0.5,0.0,0.0,1.0,28.35,2.5,0.0,0.75
1,2025-11-01 01:40:05,2025-11-01 01:58:31,1,1.9,1,N,234,231,1,14.2,4.25,0.5,3.95,0.0,1.0,23.9,2.5,0.0,0.75
2,2025-11-01 01:16:38,2025-11-01 01:25:15,2,1.04,1,N,107,170,1,9.3,1.0,0.5,2.0,0.0,1.0,17.05,2.5,0.0,0.75
2,2025-11-01 01:41:15,2025-11-01 02:23:05,2,6.23,1,N,79,85,1,38.7,1.0,0.5,5.0,0.0,1.0,49.45,2.5,0.0,0.75
1,2025-11-01 01:14:04,2025-11-01 01:18:26,5,0.7,5,N,79,114,1,35.0,0.75,0.0,4.0,0.0,1.0,40.75,0.0,0.0,0.75
1,2025-11-01 01:40:41,2025-11-01 01:41:35,5,0.1,5,N,114,114,1,35.0,0.75,0.0,0.0,0.0,1.0,36.75,0.0,0.0,0.75
1,2025-11-01 01:53:42,2025-11-01 01:54:11,5,0.1,5,N,114,114,1,35.0,0.75,0.0,9.15,0.0,1.0,45.9,0.0,0.0,0.75
2,2025-11-01 01:11:37,2025-11-01 01:31:30,4,1.86,1,N,158,107,1,17.7,1.0,0.5,0.0,0.0,1.0,23.45,2.5,0.0,0.75
2,2025-11-01 01:04:47,2025-11-01 01:19:19,1,1.26,1,N,107,148,1,13.5,1.0,0.5,3.85,0.0,1.0,23.1,2.5,0.0,0.75
2,2025-11-01 01:20:40,2025-11-01 01:31:00,1,3.24,1,N,148,261,1,17.0,1.0,0.5,4.55,0.0,1.0,27.3,2.5,0.0,0.75
2,2025-11-01 01:06:44,2025-11-01 01:09:38,1,0.65,1,N,137,233,1,5.1,1.0,0.5,2.17,0.0,1.0,13.02,2.5,0.0,0.75
2,2025-11-01 01:23:58,2025-11-01 02:11:53,1,17.7,2,N,132,68,1,70.0,0.0,0.5,8.0,6.94,1.0,91.44,2.5,1.75,0.75
